OTU	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_2986	Fungi	Ascomycota	Sordariomycetes	Sordariales	?	?	?
OTU_2987	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_2988	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	?	?	?
OTU_2989	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_2990	Fungi	Basidiomycota	?	?	?	?	?
OTU_2991	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_2992	Fungi	Ascomycota	Dothideomycetes	Pleosporales	?	?	?
OTU_2993	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	?	?	?
OTU_2994	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_2995	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_2996	Fungi	Ascomycota	?	?	?	?	?
OTU_2997	Fungi	?	?	?	?	?	?
OTU_2999	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_3000	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3002	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_3005	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	Pleosporales sp
OTU_3008	Fungi	Basidiomycota	Wallemiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	?
OTU_3010	Fungi	Glomeromycota	Glomeromycetes	Glomerales	?	?	?
OTU_3012	Fungi	Ascomycota	Pezizomycetes	?	?	?	?
OTU_3013	Fungi	Ascomycota	?	?	?	?	?
OTU_3014	Fungi	Basidiomycota	Agaricomycetes	Agaricales	?	?	?
OTU_3015	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	?	?	?
OTU_3018	Fungi	Ascomycota	Dothideomycetes	Pleosporales	?	?	?
OTU_3019	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	?	?
OTU_3025	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3026	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Paecilomyces	Paecilomyces carneus
OTU_3027	Fungi	Glomeromycota	?	?	?	?	?
OTU_3028	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_3029	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3030	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3032	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	?	?
OTU_3033	Fungi	Ascomycota	?	?	?	?	?
OTU_3035	Fungi	?	?	?	?	?	?
OTU_3037	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	?	?
OTU_3038	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	?
OTU_3040	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_3041	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Virgaria	Virgaria sp
OTU_3042	Fungi	Ascomycota	?	?	?	?	?
OTU_3044	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Chrysosporium	Chrysosporium lucknowense
OTU_3046	Fungi	Ascomycota	Sordariomycetes	Sordariales	?	?	?
OTU_3047	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	?	?
OTU_3048	Fungi	Ascomycota	?	?	?	?	?
OTU_3049	Fungi	Ascomycota	Incertae sedis	Incertae sedis	Incertae sedis	Pseudorobillarda	Pseudorobillarda siamensis
OTU_3050	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	?	?
OTU_3051	Fungi	Ascomycota	?	?	?	?	?
OTU_3053	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	?
OTU_3055	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	?	?
OTU_3056	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3058	Fungi	Ascomycota	?	?	?	?	?
OTU_3059	Fungi	Glomeromycota	?	?	?	?	?
OTU_3064	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	?
OTU_3066	Fungi	Basidiomycota	?	?	?	?	?
OTU_3067	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zasmidium	Zasmidium syzygii
OTU_3068	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Incertae sedis	Minimedusa	Minimedusa sp
OTU_3070	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	unidentified	?
OTU_3072	Fungi	Ascomycota	Sordariomycetes	Hypocreales	?	?	?
OTU_3076	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	Aspergillus sp BAB_3604
OTU_3077	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_3078	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria sp 5165
OTU_3079	Fungi	Ascomycota	Dothideomycetes	Incertae sedis	Myxotrichaceae	Oidiodendron	Oidiodendron sp 15PA14
OTU_3081	Fungi	Ascomycota	?	?	?	?	?
OTU_3083	Fungi	Ascomycota	?	?	?	?	?
OTU_3085	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Incertae sedis	Cryptococcus	Cryptococcus magnus
OTU_3086	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unidentified	?
OTU_3087	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	?	?
OTU_3088	Fungi	Basidiomycota	?	?	?	?	?
OTU_3090	Fungi	Basidiomycota	?	?	?	?	?
OTU_3091	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta prunicola
OTU_3096	Fungi	?	?	?	?	?	?
OTU_3097	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	?	?
OTU_3099	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3100	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_3101	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	?	?	?
OTU_3102	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	?
OTU_3103	Fungi	?	?	?	?	?	?
OTU_3104	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	Penicillium pimiteouiense
OTU_3106	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Rasamsonia	Rasamsonia eburnea
OTU_3107	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria sp
OTU_3108	Fungi	Ascomycota	?	?	?	?	?
OTU_3110	Fungi	?	?	?	?	?	?
OTU_3115	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma sp
OTU_3116	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	unidentified	Pezizaceae sp
OTU_3117	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	?	?
OTU_3119	Fungi	Ascomycota	unidentified	?	?	?	?
OTU_3121	Fungi	Ascomycota	?	?	?	?	?
OTU_3123	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3125	Fungi	unidentified	unidentified	?	?	?	?
OTU_3126	Fungi	Ascomycota	Sordariomycetes	Hypocreales	?	?	?
OTU_3127	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae sedis	?	?
OTU_3128	Fungi	Ascomycota	?	?	?	?	?
OTU_3129	Fungi	Glomeromycota	?	?	?	?	?
OTU_3130	Fungi	Ascomycota	?	?	?	?	?
OTU_3132	Fungi	?	?	?	?	?	?
OTU_3135	Fungi	Ascomycota	?	?	?	?	?
OTU_3137	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	?	?	?
OTU_3138	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_3140	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_3141	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Incertae sedis	Thermomyces	Thermomyces lanuginosus
OTU_3143	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_3144	Fungi	Ascomycota	?	?	?	?	?
OTU_3145	Fungi	Glomeromycota	Glomeromycetes	Glomerales	?	?	?
OTU_3146	Fungi	?	?	?	?	?	?
OTU_3147	Fungi	Basidiomycota	?	?	?	?	?
OTU_3150	Fungi	Ascomycota	?	?	?	?	?
OTU_3152	Fungi	Ascomycota	?	?	?	?	?
OTU_3153	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_3154	Fungi	Basidiomycota	Agaricomycetes	unidentified	unidentified	unidentified	Agaricomycetes sp
OTU_3155	Fungi	Ascomycota	Sordariomycetes	Xylariales	?	?	?
OTU_3156	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	unidentified	Ophiocordycipitaceae sp
OTU_3157	Fungi	Ascomycota	?	?	?	?	?
OTU_3158	Fungi	Basidiomycota	?	?	?	?	?
OTU_3159	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	unidentified	Trichocomaceae sp
OTU_3162	Fungi	Chytridiomycota	?	?	?	?	?
OTU_3165	Fungi	Ascomycota	Sordariomycetes	Sordariales	?	?	?
OTU_3166	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3167	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_3169	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unidentified	Glomeraceae sp
OTU_3170	Fungi	Ascomycota	?	?	?	?	?
OTU_3171	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	?	?
OTU_3172	Fungi	Ascomycota	?	?	?	?	?
OTU_3173	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe sp
OTU_3174	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	?	?	?
OTU_3176	Fungi	Basidiomycota	?	?	?	?	?
OTU_3177	Fungi	Ascomycota	unidentified	unidentified	unidentified	?	?
OTU_3181	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_3182	Fungi	Basidiomycota	unidentified	unidentified	unidentified	unidentified	Basidiomycota sp
OTU_3183	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_3184	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_3185	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	?
OTU_3187	Fungi	Ascomycota	?	?	?	?	?
OTU_3188	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_3189	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_3190	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	?	?
OTU_3191	Fungi	Basidiomycota	?	?	?	?	?
OTU_3192	Fungi	?	?	?	?	?	?
OTU_3193	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3194	Fungi	Glomeromycota	Glomeromycetes	?	?	?	?
OTU_3197	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_3198	Fungi	Basidiomycota	Agaricomycetes	Agaricales	?	?	?
OTU_3199	Fungi	Ascomycota	?	?	?	?	?
OTU_3200	Fungi	Ascomycota	Sordariomycetes	Incertae sedis	Annulatascaceae	Conlarium	?
OTU_3202	Fungi	?	?	?	?	?	?
OTU_3203	Fungi	Ascomycota	Sordariomycetes	Xylariales	?	?	?
OTU_3204	Fungi	Basidiomycota	Agaricomycetes	Polyporales	?	?	?
OTU_3205	Fungi	Ascomycota	?	?	?	?	?
OTU_3207	Fungi	Ascomycota	Sordariomycetes	Sordariales	unidentified	?	?
OTU_3208	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	?	?
OTU_3209	Fungi	Ascomycota	?	?	?	?	?
OTU_3210	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina sp
OTU_3211	Fungi	Ascomycota	?	?	?	?	?
OTU_3215	Fungi	Chytridiomycota	?	?	?	?	?
OTU_3216	Fungi	Ascomycota	?	?	?	?	?
OTU_3217	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	?
OTU_3218	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_3221	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	?	?
OTU_3222	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Incertae sedis	?	?
OTU_3223	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3224	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3226	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_3229	Fungi	Basidiomycota	Agaricomycetes	Geastrales	?	?	?
OTU_3231	Fungi	Ascomycota	unidentified	unidentified	?	?	?
OTU_3232	Fungi	Ascomycota	?	?	?	?	?
OTU_3233	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_3234	Fungi	?	?	?	?	?	?
OTU_3235	Fungi	Ascomycota	?	?	?	?	?
OTU_3236	Fungi	Ascomycota	?	?	?	?	?
OTU_3237	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Virgaria	?
OTU_3238	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	Penicillium pimiteouiense
OTU_3239	Fungi	Ascomycota	?	?	?	?	?
OTU_3241	Fungi	Ascomycota	?	?	?	?	?
OTU_3243	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3244	Fungi	Basidiomycota	?	?	?	?	?
OTU_3246	Fungi	Chytridiomycota	?	?	?	?	?
OTU_3248	Fungi	Basidiomycota	?	?	?	?	?
OTU_3249	Fungi	Ascomycota	?	?	?	?	?
OTU_3250	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	?	?	?
OTU_3252	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	Aspergillus vitricola
OTU_3253	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	?	?
OTU_3254	Fungi	Ascomycota	?	?	?	?	?
OTU_3255	Fungi	Glomeromycota	Glomeromycetes	Glomerales	?	?	?
OTU_3257	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_3258	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	unidentified	?
OTU_3259	Fungi	Ascomycota	Dothideomycetes	Capnodiales	?	?	?
OTU_3260	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_3262	Fungi	?	?	?	?	?	?
OTU_3263	Fungi	Basidiomycota	?	?	?	?	?
OTU_3264	Fungi	Glomeromycota	unidentified	unidentified	unidentified	?	?
OTU_3265	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	?	?
OTU_3266	Fungi	Glomeromycota	?	?	?	?	?
OTU_3268	Fungi	Ascomycota	Sordariomycetes	Xylariales	?	?	?
OTU_3270	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	?	?	?
OTU_3271	Fungi	Basidiomycota	Agaricomycetes	Agaricales	?	?	?
OTU_3272	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_3273	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	Aspergillus terreus
OTU_3275	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_3276	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_3278	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi sp
OTU_3279	Fungi	Incertae sedis	Incertae sedis	Incertae sedis	Incertae sedis	Medicopsis	Medicopsis romeroi
OTU_3281	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Incertae sedis	Letendraea	Letendraea helminthicola
OTU_3282	Fungi	Ascomycota	?	?	?	?	?
OTU_3283	Fungi	Ascomycota	Sordariomycetes	unidentified	?	?	?
OTU_3284	Fungi	Ascomycota	?	?	?	?	?
OTU_3285	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	?	?
OTU_3286	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Lecythophora	Lecythophora fasciculata
OTU_3287	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	?	?	?
OTU_3288	Fungi	?	?	?	?	?	?
OTU_3290	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Tubeufiaceae	unidentified	?
OTU_3292	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	?
OTU_3293	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	?	?
OTU_3296	Fungi	?	?	?	?	?	?
OTU_3297	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	?	?
OTU_3299	Fungi	Basidiomycota	?	?	?	?	?
OTU_3300	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_3301	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_3302	Fungi	Ascomycota	?	?	?	?	?
OTU_3303	Fungi	Ascomycota	Sordariomycetes	unidentified	?	?	?
OTU_3304	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3306	Fungi	Ascomycota	?	?	?	?	?
OTU_3307	Fungi	unidentified	?	?	?	?	?
OTU_3308	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3311	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae sedis	Stachybotrys	?
OTU_3314	Fungi	Basidiomycota	?	?	?	?	?
OTU_3316	Fungi	Ascomycota	unidentified	unidentified	unidentified	?	?
OTU_3320	Fungi	?	?	?	?	?	?
OTU_3322	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_3323	Fungi	Ascomycota	?	?	?	?	?
OTU_3325	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_3326	Fungi	Ascomycota	?	?	?	?	?
OTU_3327	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3328	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_3329	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	?	?
OTU_3330	Fungi	Basidiomycota	Microbotryomycetes	?	?	?	?
OTU_3331	Fungi	Ascomycota	?	?	?	?	?
OTU_3332	Fungi	Glomeromycota	Glomeromycetes	?	?	?	?
OTU_3333	Fungi	?	?	?	?	?	?
OTU_3337	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus sp ecv3614
OTU_3338	Fungi	Ascomycota	?	?	?	?	?
OTU_3339	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_3340	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	?	?	?
OTU_3342	Fungi	Ascomycota	?	?	?	?	?
OTU_3343	Fungi	Ascomycota	?	?	?	?	?
OTU_3346	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3347	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	?	?
OTU_3348	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_3349	Fungi	Ascomycota	Sordariomycetes	unidentified	?	?	?
OTU_3350	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	?	?
OTU_3352	Fungi	Ascomycota	Sordariomycetes	unidentified	?	?	?
OTU_3353	Fungi	Zygomycota	?	?	?	?	?
OTU_3357	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_3360	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_3362	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	unidentified	Phaeosphaeriaceae sp
OTU_3363	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	?
OTU_3365	Fungi	Basidiomycota	?	?	?	?	?
OTU_3366	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	unidentified	?
OTU_3367	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_3368	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3369	Fungi	Ascomycota	Dothideomycetes	Patellariales	Patellariaceae	Rhytidhysteron	Rhytidhysteron rufulum
OTU_3371	Fungi	Ascomycota	Sordariomycetes	Boliniales	Boliniaceae	?	?
OTU_3372	Fungi	Basidiomycota	Agaricomycetes	Agaricales	?	?	?
OTU_3374	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	?
OTU_3375	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3376	Fungi	Glomeromycota	Glomeromycetes	Glomerales	?	?	?
OTU_3378	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	?
OTU_3380	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Gigasporaceae	Gigaspora	Gigaspora margarita
OTU_3381	Fungi	Ascomycota	Dothideomycetes	Incertae sedis	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium hygrophilum
OTU_3382	Fungi	Incertae sedis	?	?	?	?	?
OTU_3383	Fungi	?	?	?	?	?	?
OTU_3384	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	?
OTU_3385	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_3386	Fungi	Ascomycota	Eurotiomycetes	unidentified	?	?	?
OTU_3387	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Schizoparmaceae	Pilidiella	?
OTU_3389	Fungi	Ascomycota	Sordariomycetes	Xylariales	?	?	?
OTU_3391	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	?	?
OTU_3392	Fungi	Basidiomycota	?	?	?	?	?
OTU_3393	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_3394	Fungi	Ascomycota	?	?	?	?	?
OTU_3395	Fungi	Ascomycota	?	?	?	?	?
OTU_3397	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	?	?
OTU_3398	Fungi	Ascomycota	?	?	?	?	?
OTU_3399	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_3402	Fungi	Ascomycota	?	?	?	?	?
OTU_3403	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_3404	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Sarcosoma	Sarcosoma globosum
OTU_3406	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi sp
OTU_3407	Fungi	Ascomycota	?	?	?	?	?
OTU_3408	Fungi	Ascomycota	Sordariomycetes	Incertae sedis	Magnaporthaceae	unidentified	Magnaporthaceae sp
OTU_3409	Fungi	?	?	?	?	?	?
OTU_3410	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pleospora	Pleospora herbarum
OTU_3411	Fungi	Ascomycota	?	?	?	?	?
OTU_3412	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_3413	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_3414	Fungi	Ascomycota	?	?	?	?	?
OTU_3415	Fungi	Ascomycota	?	?	?	?	?
OTU_3417	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_3418	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	?
OTU_3419	Fungi	Ascomycota	Sordariomycetes	Hypocreales	?	?	?
OTU_3420	Fungi	?	?	?	?	?	?
OTU_3421	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Tubeufiaceae	Thaxteriellopsis	Thaxteriellopsis lignicola
OTU_3424	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3426	Fungi	Glomeromycota	?	?	?	?	?
OTU_3427	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_3428	Fungi	Ascomycota	?	?	?	?	?
OTU_3430	Fungi	Chytridiomycota	?	?	?	?	?
OTU_3433	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	?
OTU_3434	Fungi	Chytridiomycota	?	?	?	?	?
OTU_3435	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	Aspergillus terreus
OTU_3438	Fungi	Ascomycota	?	?	?	?	?
OTU_3441	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	?	?
OTU_3442	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	?	?
OTU_3443	Fungi	Ascomycota	Leotiomycetes	?	?	?	?
OTU_3444	Fungi	Ascomycota	?	?	?	?	?
OTU_3446	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	unidentified	unidentified	?
OTU_3447	Fungi	Ascomycota	?	?	?	?	?
OTU_3448	Fungi	Glomeromycota	?	?	?	?	?
OTU_3449	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_3450	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Incertae sedis	Bulleromyces	Bulleromyces albus
OTU_3451	Fungi	Basidiomycota	Tremellomycetes	unidentified	unidentified	unidentified	Tremellomycetes sp
OTU_3452	Fungi	?	?	?	?	?	?
OTU_3453	Fungi	?	?	?	?	?	?
OTU_3454	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hyponectriaceae	Beltraniella	Beltraniella sp
OTU_3455	Fungi	Ascomycota	Incertae sedis	Incertae sedis	Incertae sedis	Chaetospermum	Chaetospermum chaetosporum
OTU_3456	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3457	Fungi	Basidiomycota	Exobasidiomycetes	Incertae sedis	Incertae sedis	Meira	Meira nashicola
OTU_3459	Fungi	Ascomycota	?	?	?	?	?
OTU_3460	Fungi	Ascomycota	?	?	?	?	?
OTU_3461	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_3464	Fungi	Ascomycota	?	?	?	?	?
OTU_3465	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_3467	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	?	?
OTU_3468	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus sp AX170
OTU_3469	Fungi	Ascomycota	?	?	?	?	?
OTU_3470	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	?	?	?
OTU_3471	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	Hypocreales sp
OTU_3472	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_3473	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Sepedonium	Sepedonium ampullosporum
OTU_3474	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_3475	Fungi	Basidiomycota	?	?	?	?	?
OTU_3476	Fungi	Basidiomycota	?	?	?	?	?
OTU_3477	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_3478	Fungi	Ascomycota	?	?	?	?	?
OTU_3479	Fungi	Glomeromycota	Glomeromycetes	unidentified	unidentified	unidentified	?
OTU_3481	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	unidentified	Thelephoraceae sp
OTU_3484	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_3485	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_3486	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	Hypocreales sp
