OTU	H3	A10	E2	G5	C2	G9	D4	H4	C4	B12	F12	E6	G12	H12	B5	H9	D3	F5	E7	C7	E12	D1	B2	H10	E1	E5	G6	E10	D5	E9	A2	A8	A11	C6	D8	B1	B8	G11	G4	D10	G2	G1	G8	B7	D12	H2	E3	F8	E4	F1	G7	A1	A12	A7	H7	C11	B3	D6	C3	B4	D11	B9	H5	C1	F9	A3	F6	A6	E8	B6	G10	H11	H1	E11	C10	F2	F7	F3	H6	D9	D7	B10	F10	A5	F11	A9	F4	G3	C8	C5	D2	H8	B11	A4	C12	C9	ITS4	ITS4A	ITS1f	gITS7	ITS4-IT
OTU_1702	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	61	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1730	71	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	39	1	0	1	0	0	0	2	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	1	0	0	0
OTU_1736	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	93	0	0	0	12	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1739	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	3	0	1	0	2	9	19	0	6	0	0	0	0	0	1	0	0	0	0	0	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	1	0	7	0	24	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0
OTU_1747	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1780	1	0	0	0	1	0	2	0	257	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	15	0	0	0
OTU_1793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
OTU_1798	0	0	0	0	2	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1812	0	0	0	0	10	0	22	0	0	0	0	0	0	0	0	1	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	533	0	82	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	1	1	0	0	0
OTU_1828	0	0	3	0	0	0	40	0	7	0	0	20	0	0	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	58	0	0	0	6	0	0	0	0	2	0	0	46	0	335	0	0	1	19	0	10	1	0	0	0	0	2	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	11	0	0	0	0	9	0	0	2	1	4	0	0	0	0	0	0	0	5	2	0	0	0
OTU_1835	13	0	0	0	61	0	0	0	8	0	2	16	0	0	0	1	13	2	129	0	1	0	0	1	0	0	0	1	0	0	0	68	0	2	0	7	99	0	0	0	0	5	0	1	0	116	0	0	0	0	0	0	0	0	0	0	58	0	4	0	0	0	0	0	0	19	0	1	0	0	0	0	0	0	0	37	0	0	29	0	0	0	0	0	0	0	5	57	1	0	7	0	0	0	2	0	4	7	0	0	0
OTU_1836	0	0	0	0	0	0	5	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1837	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1849	32	0	2	1	3	0	5	1	12	0	0	0	0	0	1	1	9	0	0	0	0	0	9	9	8	0	0	0	0	0	0	205	0	1	0	1	5	0	0	0	4	0	0	2	0	1	0	0	2	3	1	27	0	0	0	0	7	0	8	3	0	0	0	1	3	1	1	3	0	13	0	0	3	0	0	6	0	2	1	0	0	0	0	13	0	10	0	8	7	0	0	0	0	9	1	0	0	0	0	0	0
OTU_1855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1858	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	3	0	0	0	0
OTU_1888	0	0	0	0	0	0	0	0	8	0	0	14	0	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	33	1	0	0	0	0	0	0	1	2	14	0	0	0	46	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_1898	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	39	0	0	0	1	33	0	0	30	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	3	0	0	0	0	0	0	0	2	0	19	0	0	0	12	0	0	0	0	0	0	0	0	0	1	4	0	10	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	5	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2003	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2008	4	0	11	57	0	0	0	0	3	0	0	0	0	0	3	1	0	4	0	0	3	0	11	0	0	37	1	0	19	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0	8	2	10	3	0	0	0	0	0	0	0	1	0	0	11	20	0	3	1	0	0	2	0	0	1	2	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	53	0	15	5	1	0	0	0
OTU_2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2029	0	0	0	0	3	0	0	1	1	0	0	11	0	0	0	15	0	1	0	0	0	0	1	1	0	0	80	0	1	0	0	5	0	0	1	0	1	0	1781	0	0	19	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	14	0	458	0	3	0	0	0	18	0	0	0	0	1	0	16	3	0	0	0
OTU_2030	3	0	472	4	56	0	107	0	753	0	0	22	0	0	16	14	116	30	188	0	7	32	74	21	139	3	40	3	56	2	23	649	4	29	741	32	882	0	5	0	93	41	1	24	0	33	0	1	125	1557	144	17	0	2	213	0	182	0	51	49	0	25	17	217	129	77	1	197	6	464	0	0	29	7	0	133	0	0	16	1	53	0	0	187	0	15	103	1	17	34	37	2	0	201	0	182	61	13	0	0	0
OTU_2046	0	0	1	0	0	0	0	0	0	0	0	358	0	0	0	2	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	6	72	0	0	0	65	0	0	0	0	38	0	0	0	8	25	5	0	0	9	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	1	1	0	0	0
OTU_2064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2071	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2104	0	0	5	0	2	0	0	0	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	1	10	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2133	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2145	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	6	0	0	0	0
OTU_2147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
OTU_2174	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
OTU_2228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_2275	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	2	0	164	0	1	2	0	0	0	0	42	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	18	0	0	0	0	11	0	0	0	0	0	0	0	0	35	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	27	0	0	16	0	0	0	0	0	0	109	0	0	10	3	0	0	0
OTU_2279	0	0	4	0	2	0	1	0	213	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	15	2	0	0	0	9	0	0	0	8	0	35	0	0	0	0	1	0	0	3	0	0	0	0	0	34	0	2	0	0	0	0	6	0	0	5	0	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	1	0	0	0
OTU_2282	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2303	0	0	0	0	0	0	3	0	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2315	0	0	1	63	0	0	9	0	9	1	0	0	0	0	3	1	0	5	0	0	0	0	6	0	70	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	8	0	0	0	0	0	0	1	14	40	2	0	6	0	0	5	0	0	0	0	0	20	1	2	0	0	0	0	0	0	0	14	0	0	0	82	5	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	19	0	1	0	0	0
OTU_2319	0	0	0	0	2	0	0	0	132	0	0	0	0	0	1	1	5	2	0	0	0	8	5	0	21	0	5	0	0	26	0	0	0	3	17	22	28	0	0	0	11	3	0	0	0	43	0	1	0	34	0	8	1	0	0	0	11	0	16	13	0	0	1	70	43	15	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	29	2	0	12	0	1	0	0	1	0	0	2	0	0	0	0
OTU_2322	16	0	7	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	26	0	0	0	0	0	1	0	0	0	0	0	0	60	0	3	61	0	24	0	0	0	9	0	0	3	0	19	0	0	2	0	0	1	0	0	0	0	3	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	0	9	0	14	94	2	0	0	0	0	0	0	0	5	7	0	1	0	1	0	0	0	0	148	5	0	0	0	0
OTU_2339	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	79	0	0	2	0	0	0	3	0	6	11	1	4	0	2	0	1	0	0	1	1	2	0	9	0	5	1	0	0	0	11638	0	0	0	1	17	0	0	0	3	0	6	2	8	0	0	1	1	2	15784	0	2	1	0	0	0	0	20	0	0	0	0	0	2	0	1	0	0	16	0	2	0	2	1	0	0	0	0	0	66	1	132	49	0	0	0
OTU_2342	14	1	16	124	35	0	15	31	3	1	0	0	0	0	1	2	1	46	0	1	8	0	0	0	137	24	1	0	80	1	0	0	0	0	2	0	3	0	4	0	23	0	0	6	0	3	0	0	12	2	0	1	0	19	0	0	0	0	0	610	1	1	162	0	0	1	0	0	2	35	0	0	2	0	0	1	0	22	5	0	0	0	0	1	0	0	51	71	0	6	0	1	0	1493	0	0	29	6	0	0	0
OTU_2347	1	0	1	0	1072	0	1	0	1	0	0	0	0	0	0	5	9	14	0	0	0	4	0	7	1	480	0	0	1	0	0	119	0	0	0	0	736	0	0	0	0	1	0	0	2	1	0	0	0	35	0	0	0	0	4	0	0	0	1314	1	0	0	0	0	0	1	0	13	1	0	0	0	0	0	0	1	0	7	0	0	1	0	0	0	0	0	1	0	3	0	281	0	0	0	0	0	730	80	0	0	0
OTU_2352	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2360	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2374	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	1	0	3	0	1	0	0	0	0	1	14	0	3	0	3	0	1	0	0	1	0	0	0	0	0	5	0	121	0	0	0	7	46	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	402	475	0	0	0	0	0	0	2	0	0	0	60	0	79	0	215	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0
OTU_2375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0
OTU_2377	9	0	45	293	7	0	0	0	88	0	0	21	0	0	0	3	5	3	0	0	1	0	0	0	0	0	2	0	13	0	0	0	0	0	0	0	4	0	0	0	7	8	0	2	0	11	0	0	10	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	43	1	0	143	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	7	0	0	0	0	12	0	0	121	0	0	2	1	0	0	0
OTU_2400	1	0	0	60	66	0	9	0	31	1	0	0	0	0	0	8	0	245	0	0	1	0	2	0	383	0	0	0	1	0	0	0	0	0	1	0	0	0	175	0	0	4	0	5	0	0	0	0	289	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	2	0	205	0	0	8	0	0	10	0	0	0	0	0	0	3	3	0	0	0
OTU_2413	91	0	159	2	71	0	519	0	5	0	0	14	0	0	1	4	51	17	1	0	0	1	0	12	2	0	2	1	4	0	0	518	0	12	239	0	3	1	0	0	0	0	0	1	0	0	0	0	714	2	145	7	0	0	27	0	0	0	3	0	0	0	0	1	0	0	0	107	10	8	0	0	2	0	0	11	0	0	0	0	0	0	0	1	0	0	180	0	0	0	6	0	0	1	0	1	18	4	0	0	0
OTU_2434	0	0	0	0	0	0	26	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2438	0	0	0	43	0	0	7	0	0	0	0	0	0	0	0	1	0	6	33	0	0	0	1	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	18	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	12	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	2	1	0	0	0
OTU_2439	5	0	47	0	29	0	3	0	904	0	0	0	0	0	0	1	18	17	14	0	0	231	4	0	9	0	25	0	0	0	0	0	0	7	6	71	8	0	1	1	87	14	0	3	0	290	0	1	2	13	24	11	0	1	0	0	35	79	20	5	0	0	0	1827	0	8	0	0	1	0	0	0	1	0	0	11	30	3	4	0	43	0	0	2	0	0	13	0	0	1	4	0	0	1	2	4	7	5	0	0	0
OTU_2449	44	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
